DriverNumber,BroadcastName,Abbreviation,DriverId,TeamName,TeamColor,TeamId,FirstName,LastName,FullName,HeadshotUrl,CountryCode,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,Laps,RoundNumber,EventName,Season
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,10.0,,,0 days 00:01:16.701000,0 days 00:01:16.633000,0 days 00:01:16.513000,,,,,19,Mexican Grand Prix,2018
31,E OCON,OCO,ocon,Racing Point,f596c8,force_india,Esteban,Ocon,Esteban Ocon,,,11.0,,,0 days 00:01:16.252000,0 days 00:01:16.844000,,,,,,19,Mexican Grand Prix,2018
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,12.0,,,0 days 00:01:16.857000,0 days 00:01:16.871000,,,,,,19,Mexican Grand Prix,2018
11,S PEREZ,PER,perez,Racing Point,f596c8,force_india,Sergio,Perez,Sergio Perez,,,13.0,,,0 days 00:01:16.242000,0 days 00:01:17.167000,,,,,,19,Mexican Grand Prix,2018
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,14.0,,,0 days 00:01:16.682000,0 days 00:01:17.184000,,,,,,19,Mexican Grand Prix,2018
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,15.0,,,0 days 00:01:16.828000,,,,,,,19,Mexican Grand Prix,2018
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,16.0,,,0 days 00:01:16.911000,,,,,,,19,Mexican Grand Prix,2018
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,17.0,,,0 days 00:01:16.966000,,,,,,,19,Mexican Grand Prix,2018
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,18.0,,,0 days 00:01:17.599000,,,,,,,19,Mexican Grand Prix,2018
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,19.0,,,0 days 00:01:17.689000,,,,,,,19,Mexican Grand Prix,2018
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,20.0,,,0 days 00:01:17.886000,,,,,,,19,Mexican Grand Prix,2018
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,1.0,,,0 days 00:01:08.464000,0 days 00:01:07.795000,0 days 00:01:07.281000,,,,,20,Brazilian Grand Prix,2018
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,2.0,,,0 days 00:01:08.452000,0 days 00:01:07.776000,0 days 00:01:07.374000,,,,,20,Brazilian Grand Prix,2018
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,3.0,,,0 days 00:01:08.492000,0 days 00:01:07.727000,0 days 00:01:07.441000,,,,,20,Brazilian Grand Prix,2018
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,4.0,,,0 days 00:01:08.452000,0 days 00:01:08.028000,0 days 00:01:07.456000,,,,,20,Brazilian Grand Prix,2018
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,5.0,,,0 days 00:01:08.205000,0 days 00:01:08.017000,0 days 00:01:07.778000,,,,,20,Brazilian Grand Prix,2018
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,6.0,,,0 days 00:01:08.544000,0 days 00:01:08.055000,0 days 00:01:07.780000,,,,,20,Brazilian Grand Prix,2018
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,7.0,,,0 days 00:01:08.754000,0 days 00:01:08.579000,0 days 00:01:08.296000,,,,,20,Brazilian Grand Prix,2018
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,8.0,,,0 days 00:01:08.667000,0 days 00:01:08.335000,0 days 00:01:08.492000,,,,,20,Brazilian Grand Prix,2018
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,9.0,,,0 days 00:01:08.735000,0 days 00:01:08.239000,0 days 00:01:08.517000,,,,,20,Brazilian Grand Prix,2018
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,10.0,,,0 days 00:01:09.046000,0 days 00:01:08.616000,0 days 00:01:09.029000,,,,,20,Brazilian Grand Prix,2018
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,11.0,,,0 days 00:01:08.474000,0 days 00:01:08.659000,,,,,,20,Brazilian Grand Prix,2018
11,S PEREZ,PER,perez,Racing Point,f596c8,force_india,Sergio,Perez,Sergio Perez,,,12.0,,,0 days 00:01:09.217000,0 days 00:01:08.741000,,,,,,20,Brazilian Grand Prix,2018
31,E OCON,OCO,ocon,Racing Point,f596c8,force_india,Esteban,Ocon,Esteban Ocon,,,13.0,,,0 days 00:01:09.264000,0 days 00:01:08.770000,,,,,,20,Brazilian Grand Prix,2018
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,14.0,,,0 days 00:01:09.009000,0 days 00:01:08.834000,,,,,,20,Brazilian Grand Prix,2018
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,15.0,,,0 days 00:01:09.259000,0 days 00:01:10.381000,,,,,,20,Brazilian Grand Prix,2018
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,16.0,,,0 days 00:01:09.269000,,,,,,,20,Brazilian Grand Prix,2018
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,17.0,,,0 days 00:01:09.280000,,,,,,,20,Brazilian Grand Prix,2018
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,18.0,,,0 days 00:01:09.402000,,,,,,,20,Brazilian Grand Prix,2018
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,19.0,,,0 days 00:01:09.441000,,,,,,,20,Brazilian Grand Prix,2018
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,20.0,,,0 days 00:01:09.601000,,,,,,,20,Brazilian Grand Prix,2018
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,1.0,,,0 days 00:01:36.828000,0 days 00:01:35.693000,0 days 00:01:34.794000,,,,,21,Abu Dhabi Grand Prix,2018
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,2.0,,,0 days 00:01:36.789000,0 days 00:01:36.392000,0 days 00:01:34.956000,,,,,21,Abu Dhabi Grand Prix,2018
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,3.0,,,0 days 00:01:36.775000,0 days 00:01:36.345000,0 days 00:01:35.125000,,,,,21,Abu Dhabi Grand Prix,2018
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,4.0,,,0 days 00:01:37.010000,0 days 00:01:36.735000,0 days 00:01:35.365000,,,,,21,Abu Dhabi Grand Prix,2018
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,5.0,,,0 days 00:01:37.117000,0 days 00:01:36.964000,0 days 00:01:35.401000,,,,,21,Abu Dhabi Grand Prix,2018
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,6.0,,,0 days 00:01:37.195000,0 days 00:01:36.144000,0 days 00:01:35.589000,,,,,21,Abu Dhabi Grand Prix,2018
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,7.0,,,0 days 00:01:37.575000,0 days 00:01:36.732000,0 days 00:01:36.192000,,,,,21,Abu Dhabi Grand Prix,2018
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,8.0,,,0 days 00:01:37.124000,0 days 00:01:36.580000,0 days 00:01:36.237000,,,,,21,Abu Dhabi Grand Prix,2018
31,E OCON,OCO,ocon,Racing Point,f596c8,force_india,Esteban,Ocon,Esteban Ocon,,,9.0,,,0 days 00:01:36.936000,0 days 00:01:36.814000,0 days 00:01:36.540000,,,,,21,Abu Dhabi Grand Prix,2018
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,10.0,,,0 days 00:01:37.569000,0 days 00:01:36.630000,0 days 00:01:36.542000,,,,,21,Abu Dhabi Grand Prix,2018
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,11.0,,,0 days 00:01:37.757000,0 days 00:01:36.982000,,,,,,21,Abu Dhabi Grand Prix,2018
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,12.0,,,0 days 00:01:37.619000,0 days 00:01:37.132000,,,,,,21,Abu Dhabi Grand Prix,2018
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,13.0,,,0 days 00:01:37.934000,0 days 00:01:37.309000,,,,,,21,Abu Dhabi Grand Prix,2018
11,S PEREZ,PER,perez,Racing Point,f596c8,force_india,Sergio,Perez,Sergio Perez,,,14.0,,,0 days 00:01:37.255000,0 days 00:01:37.541000,,,,,,21,Abu Dhabi Grand Prix,2018
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,15.0,,,0 days 00:01:37.890000,0 days 00:01:37.743000,,,,,,21,Abu Dhabi Grand Prix,2018
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,16.0,,,0 days 00:01:37.994000,,,,,,,21,Abu Dhabi Grand Prix,2018
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,17.0,,,0 days 00:01:38.166000,,,,,,,21,Abu Dhabi Grand Prix,2018
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,18.0,,,0 days 00:01:38.577000,,,,,,,21,Abu Dhabi Grand Prix,2018
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,19.0,,,0 days 00:01:38.635000,,,,,,,21,Abu Dhabi Grand Prix,2018
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,20.0,,,0 days 00:01:38.682000,,,,,,,21,Abu Dhabi Grand Prix,2018
